fips,PST045213,PST040210,PST120213,POP010210,AGE135213,AGE295213,AGE775213,SEX255213,RHI125213,RHI225213,RHI325213,RHI425213,RHI525213,RHI625213,RHI725213,RHI825213,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010213,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010212,BZA110212,BZA115212,NES010212,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
13061,3045,3183,-4.3,3183,6.8,21.4,23.2,53.9,38.7,59.5,0.3,0.5,0.1,0.9,1.2,37.6,87.1,1.2,3.3,77.9,7.9,234,26.4,2070,66.6,6.8,72300,1235,2.49,12982,21192,44.5,40,0,0.0,167,186,0.0,0.0,0.0,0.0,0.0,42.5,0,1533,11021,3465,0,4,195.38,16.3
13063,264220,259467,1.8,259424,8.0,28.4,7.8,52.4,24.2,67.8,0.6,5.2,0.1,2.1,13.2,14.0,79.1,15.2,20.5,81.7,18.0,18030,29.4,104343,55.3,29.3,97500,86274,2.99,17950,40606,24.0,3811,68865,-1.3,24258,23186,51.5,0.0,11.8,0.0,4.3,38.1,1604635,3582346,3207049,11760,398890,93,141.57,1832.5
13065,6795,6798,0.0,6798,7.4,25.5,14.6,50.3,69.7,27.7,0.8,0.2,0.1,1.4,4.2,66.4,86.6,2.6,3.2,71.1,12.5,479,21.1,2952,68.7,11.7,62900,2586,2.53,17815,30345,29.1,122,1675,1.4,394,513,0.0,0.0,0.0,0.0,0.0,22.8,0,0,39791,5714,3333,0,800.22,8.5
13067,717190,688076,4.2,688078,6.7,24.9,10.2,51.6,65.5,26.7,0.5,4.9,0.1,2.3,12.6,54.8,81.2,15.1,20.3,90.8,43.7,44559,29.5,290179,66.4,24.9,196700,261242,2.64,33069,63920,12.8,19176,303790,5.4,69195,77945,18.6,0.7,4.8,0.1,5.5,31.7,5651641,15524844,10480711,15157,1393471,2245,339.55,2026.4
13069,43220,42356,2.0,42356,6.8,25.1,12.0,48.8,69.5,28.0,0.4,0.8,0.1,1.2,10.6,59.7,88.5,6.1,9.8,75.5,12.9,2488,19.9,16823,69.4,7.3,80700,14497,2.73,17031,35693,24.3,833,12032,3.4,2800,3452,9.8,0.0,0.0,0.0,2.0,25.1,0,323863,458699,11367,47137,13,575.10,73.7
13071,46275,45498,1.7,45498,7.9,27.0,13.7,50.4,72.9,23.5,1.3,0.9,0.1,1.2,17.6,57.4,82.4,10.9,17.1,72.1,13.1,2367,21.1,18160,66.2,11.5,83500,15918,2.81,17025,32484,26.7,859,11076,-1.2,2979,3290,0.0,0.0,0.0,0.0,0.0,25.2,599465,184865,432377,9669,35043,69,544.15,83.6
13073,135416,124053,9.2,124053,6.5,26.4,11.3,51.1,75.9,16.5,0.4,4.2,0.2,2.8,5.9,71.2,86.8,6.8,9.5,91.3,34.1,13290,24.5,52087,78.9,7.4,170400,43975,2.90,30949,69306,8.3,2094,25858,-3.0,8526,10081,7.4,0.6,5.7,0.0,3.0,32.0,2411210,357458,1406298,12919,119074,1209,290.09,427.6
13075,17066,17212,-0.8,17212,6.8,26.4,14.6,51.4,70.0,27.7,0.4,0.8,0.1,1.1,5.9,64.7,81.7,3.4,6.0,74.8,12.4,1147,25.3,7189,73.4,4.7,83100,6308,2.67,18592,34985,23.1,286,2589,-2.7,976,1023,0.0,0.0,0.0,0.0,0.0,0.0,360662,51503,118054,7198,18080,28,227.16,75.8
13077,133180,127317,4.6,127317,6.4,26.2,12.0,51.1,77.8,18.0,0.4,1.8,0.1,1.9,6.8,72.1,85.4,5.8,8.5,87.8,26.9,10406,30.6,51006,74.5,11.1,176400,46912,2.74,26757,60813,12.7,2092,27385,4.8,9740,11408,0.0,0.0,3.7,0.0,3.1,32.0,2270118,524585,1290974,10852,146607,403,440.89,288.8
13079,12504,12630,-1.0,12630,5.0,21.3,15.9,49.3,76.1,21.4,0.6,0.4,0.1,1.4,3.0,73.7,90.0,0.8,2.7,78.7,13.0,887,28.2,5216,79.0,3.2,90800,4620,2.70,20556,41586,20.6,107,547,17.4,793,560,0.0,0.0,0.0,0.0,0.0,34.1,0,0,18191,1451,1372,25,324.89,38.9
13081,23336,23439,-0.4,23439,6.9,24.9,15.3,52.3,53.8,43.6,0.3,1.0,0.1,1.1,3.3,51.1,86.1,1.5,4.2,79.5,15.5,1664,19.1,10666,59.8,16.1,95600,8832,2.61,18185,35240,31.2,508,6376,1.0,1819,1847,0.0,0.0,0.0,0.0,0.0,0.0,410798,0,326453,14719,39028,16,272.58,86.0
13083,16507,16633,-0.8,16633,5.1,20.0,16.1,50.7,95.8,1.4,0.6,0.9,0.1,1.2,2.1,94.0,88.4,1.6,1.8,80.3,17.0,1342,27.4,7228,77.8,7.4,112800,6325,2.44,21690,43205,15.9,216,2657,13.4,1113,1411,0.0,0.0,0.0,0.0,0.0,27.4,187845,0,189274,11687,15778,1,173.98,95.6
13085,22686,22339,1.6,22330,5.4,22.5,17.0,50.1,96.5,0.8,0.4,0.7,0.1,1.5,4.1,93.0,87.1,3.8,4.8,85.8,24.4,1913,31.8,10497,73.7,5.1,186000,8506,2.61,27330,53525,15.6,602,6323,-0.9,2054,3229,0.0,0.0,0.0,0.0,0.0,16.2,0,103913,466567,21598,49886,107,210.83,105.9
13087,27359,27842,-1.7,27842,6.8,25.1,15.0,51.3,55.9,41.4,0.8,0.7,0.1,1.1,5.6,51.8,87.6,3.0,4.0,78.4,14.7,1577,23.2,12064,64.3,14.3,102900,10525,2.51,18059,30619,27.1,587,6319,-1.2,1918,2725,29.0,1.3,0.0,0.0,2.0,28.0,1021401,0,395435,13854,24104,21,597.14,46.6
13089,713340,691890,3.1,691893,7.4,23.7,10.0,52.2,37.0,54.8,0.5,5.6,0.1,2.0,9.1,30.0,81.2,16.3,18.6,88.4,39.7,41447,30.7,305313,56.7,36.2,168900,264496,2.59,28810,50856,19.0,15881,252306,0.1,69904,73184,39.6,0.9,6.8,0.1,3.6,37.2,7489009,9361148,7973387,10867,1207713,673,267.58,2585.7
13091,21221,21797,-2.6,21796,6.3,21.6,14.7,47.5,68.1,29.9,0.4,0.5,0.2,1.0,3.6,65.5,89.8,2.1,4.3,80.2,15.2,1499,24.2,9710,65.7,8.0,70000,8186,2.36,18114,37292,19.8,337,3574,-2.4,1329,1447,0.0,0.0,0.0,0.0,0.0,0.0,199135,9821,167117,8452,12514,16,495.89,44.0
13093,14304,14918,-4.1,14918,5.0,20.0,15.2,45.9,48.2,49.9,0.2,0.7,0.1,0.9,6.8,42.7,88.4,4.2,4.9,70.9,10.1,1214,19.7,6206,66.7,9.2,67600,5133,2.37,14510,29012,29.0,164,2057,8.8,752,930,30.6,0.0,0.0,0.0,4.4,0.0,303771,61913,151362,13121,6625,0,391.94,38.1
13095,92969,94565,-1.7,94565,7.5,25.2,13.0,53.6,29.4,68.0,0.3,1.0,0.2,1.2,2.5,27.8,81.7,2.4,3.7,79.9,17.8,7326,18.3,40590,47.3,31.3,101700,35661,2.53,18619,31671,31.2,2368,39103,4.1,6566,6892,34.0,0.0,4.4,0.0,1.2,33.7,0,1175674,1543650,16198,170969,62,328.69,287.7
13097,136379,132315,3.1,132403,6.7,27.2,9.9,51.9,53.0,42.5,0.4,1.7,0.2,2.3,8.9,46.2,83.4,8.4,11.9,87.2,24.4,10690,31.8,51577,69.8,17.4,135700,46295,2.86,23626,52691,16.1,2407,32407,0.3,10738,11400,0.0,0.4,2.5,0.0,2.7,33.1,989859,929175,2055804,16536,212285,139,200.07,661.8
13099,10542,11004,-4.2,11008,6.7,24.9,18.0,53.2,48.7,49.5,0.5,0.5,0.0,0.8,2.0,47.1,91.3,0.8,1.5,76.7,12.9,728,22.7,4892,64.7,6.5,82400,4030,2.61,17579,28853,31.6,212,2730,3.4,646,961,0.0,0.0,0.0,0.0,0.0,0.0,832266,131927,75758,6416,6271,7,512.59,21.5
13101,4057,4034,0.6,4034,8.6,27.1,11.0,50.6,88.7,5.3,3.5,0.5,0.2,1.8,29.0,63.2,73.4,17.1,23.2,74.7,5.7,292,24.8,1520,62.7,5.6,71600,1382,2.93,15861,31375,31.3,21,121,63.5,190,177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,414.89,9.7
13103,54456,52250,4.2,52250,6.6,27.1,10.4,50.3,83.0,13.9,0.4,0.9,0.1,1.8,3.3,80.2,86.4,2.1,4.5,85.2,16.8,4583,29.8,20063,76.6,7.2,155400,17830,2.96,24824,63030,11.2,672,7128,0.6,3272,4492,6.5,0.0,0.0,0.0,0.0,25.9,0,63037,322581,6345,26103,260,477.70,109.4
13105,19599,20166,-2.8,20166,6.3,22.3,18.6,52.3,68.1,29.7,0.3,0.9,0.0,1.0,5.3,63.7,93.0,3.0,5.3,78.3,11.3,1546,21.6,9473,68.4,9.2,84500,7635,2.57,18835,35817,20.4,440,5027,3.6,1379,1650,0.0,0.0,0.0,0.0,0.0,0.0,515223,106277,136950,6644,14557,19,351.06,57.4
13107,22867,22598,1.2,22598,6.8,24.9,15.4,50.8,63.8,34.1,0.4,0.7,0.0,1.0,4.7,59.9,84.5,1.3,4.7,76.5,11.6,1357,25.3,9841,65.6,4.9,69900,8026,2.71,17064,32046,29.4,381,4978,1.8,1720,2163,0.0,0.0,0.0,0.0,0.0,31.0,448400,93384,184041,8160,14804,7,680.60,33.2
13109,10833,11001,-1.5,11000,7.3,26.2,14.6,51.0,65.9,30.9,0.6,1.1,0.3,1.2,11.9,56.7,85.0,6.2,12.5,76.2,14.1,725,19.2,4599,63.7,6.9,89700,4067,2.55,18998,36788,27.9,211,3791,0.5,687,940,0.0,0.0,0.0,0.0,0.0,36.3,354790,0,153912,13507,6395,23,182.85,60.2
13111,23760,23693,0.3,23682,4.4,18.0,24.6,51.2,97.2,0.7,0.4,0.4,0.0,1.2,1.9,95.5,89.5,1.1,3.1,79.0,14.4,2322,25.4,16396,78.2,4.3,161300,9940,2.36,19164,34239,23.0,550,4460,2.7,2687,3558,0.0,0.0,0.0,0.0,0.0,25.0,0,41794,293099,12995,29653,149,386.72,61.2
13113,108365,106567,1.7,106567,4.2,24.3,15.4,51.5,71.7,21.4,0.4,4.3,0.1,2.0,6.9,65.9,88.1,9.2,11.6,94.3,42.6,11491,30.4,40948,82.9,8.6,231500,37930,2.81,35344,79977,7.7,3166,37358,3.0,9573,12696,16.0,0.0,4.4,0.0,3.6,29.8,1744689,877241,1390039,13122,171207,192,194.34,548.3
13115,95821,96317,-0.5,96317,6.3,23.7,15.4,51.5,81.0,14.9,0.8,1.4,0.3,1.7,10.1,72.5,85.1,6.5,9.7,77.9,18.1,7358,21.5,40320,64.2,16.6,114800,34646,2.66,20500,40821,21.0,1944,32728,-0.2,6778,8145,0.0,0.0,3.3,0.0,0.0,28.6,3346076,636186,1039780,10932,144251,43,509.91,188.9
13117,195405,175511,11.3,175511,6.5,29.3,10.7,50.3,86.4,3.3,0.5,8.2,0.1,1.5,9.6,77.7,89.1,13.8,18.1,91.4,43.8,10111,29.9,68239,85.6,4.0,258200,58080,3.14,34582,86569,7.6,5393,61170,5.4,16980,19448,1.9,0.5,4.3,0.0,4.4,27.5,2318605,2503452,1960919,12382,183104,2273,224.02,783.5
13119,22009,22084,-0.3,22084,5.6,21.7,18.4,51.0,88.0,9.2,0.3,0.8,0.0,1.6,4.4,84.4,91.0,2.7,4.9,72.3,13.0,1375,24.6,10402,73.1,6.9,114800,8618,2.47,18234,34830,18.9,428,6032,9.5,1605,1915,0.0,0.0,0.0,0.0,0.0,25.3,430397,107788,315062,14431,22760,5,261.50,84.5
13121,984293,920583,6.9,920581,6.6,23.5,10.1,51.3,46.9,44.4,0.3,6.3,0.1,2.0,7.7,40.7,79.9,12.9,16.7,90.4,48.2,47038,27.0,441076,53.9,43.9,238200,368184,2.49,36757,56857,17.6,33332,702163,2.4,97671,106113,26.7,0.5,5.4,0.0,3.2,32.3,10428483,40824135,13239670,13363,4133808,3432,526.64,1748.0
13123,28579,28277,1.1,28292,5.3,20.8,20.8,49.7,96.4,0.9,0.7,0.4,0.5,1.1,10.6,87.1,82.8,6.1,9.0,76.5,16.4,2397,27.9,16536,73.4,3.6,142200,11513,2.44,21317,39140,21.7,532,5570,-1.0,2494,2593,0.0,0.0,0.0,0.0,0.0,24.7,354553,45815,370523,12965,36555,71,426.54,66.3
13125,3102,3082,0.6,3082,5.0,24.6,16.7,51.4,88.7,9.4,0.4,0.3,0.0,1.3,1.5,87.3,92.1,1.0,1.3,78.3,9.6,181,28.3,1494,70.8,3.5,70000,1189,2.53,17984,37760,21.4,22,0,0.0,177,216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4815,1739,0,0,143.74,21.4
13127,81508,79626,2.4,79626,6.5,23.4,16.9,52.8,69.5,26.6,0.5,1.5,0.2,1.7,6.5,64.2,80.2,5.7,9.5,86.6,26.1,7954,19.1,41265,61.9,20.8,162900,31547,2.51,26724,46407,19.2,2403,29011,-0.4,6057,0,0.0,0.0,0.0,0.0,0.0,0.0,0,270865,1351775,18083,398301,368,419.75,189.7
13129,55757,55186,1.0,55186,6.7,25.7,12.9,50.2,92.2,4.4,0.6,1.1,0.4,1.4,14.6,78.9,85.8,9.3,14.6,73.4,14.2,3094,23.0,22116,66.8,15.0,116100,19066,2.88,19177,40926,21.0,1010,17865,-0.8,3510,4842,0.0,0.0,2.6,0.0,0.0,20.4,2528116,0,659417,12680,62480,32,355.81,155.1
13131,25278,25012,1.1,25011,7.0,25.5,15.6,51.3,67.8,28.9,1.3,0.6,0.2,1.3,10.9,58.9,89.7,5.6,8.6,72.7,11.3,1743,25.1,10620,58.5,5.0,110800,9290,2.69,15734,30571,30.1,411,3858,1.7,1484,1843,0.0,0.0,0.0,0.0,0.0,27.3,183214,201332,168147,6750,13083,17,454.53,55.0
13133,16321,15994,2.0,15994,5.5,19.5,25.4,51.4,60.9,36.9,0.4,0.4,0.1,1.2,6.3,55.8,92.0,3.9,4.4,78.7,21.4,1457,24.6,8882,75.6,6.9,145200,6353,2.50,27828,42565,22.3,413,4327,-0.7,1366,1986,14.6,0.0,0.0,0.0,0.0,16.5,673247,31905,137147,8715,60642,114,387.44,41.3
13135,859304,805324,6.7,805321,7.1,28.1,8.2,50.9,59.1,26.3,0.8,11.2,0.1,2.4,20.4,41.6,85.2,24.9,33.0,87.0,33.9,39586,31.6,295139,68.4,20.2,171300,266952,3.07,25932,60445,13.9,21210,296328,3.8,85925,93820,17.0,1.1,14.2,0.2,9.3,28.6,6480318,28829120,13857021,17939,1264671,2469,430.38,1871.2
13137,43300,43041,0.6,43041,6.1,23.4,17.0,52.6,90.7,4.0,1.1,2.5,0.3,1.4,13.6,78.7,91.1,8.6,13.8,77.9,17.1,3319,23.6,18036,76.3,7.5,137900,14805,2.74,18910,39306,20.8,807,11831,4.8,2960,4315,0.0,0.0,0.0,0.0,0.0,24.0,968514,0,492128,11672,41762,37,276.74,155.5
13139,187745,179684,4.5,179684,7.1,27.1,13.1,50.0,87.3,8.1,0.9,2.1,0.2,1.4,27.2,62.3,86.1,15.4,26.2,78.8,22.8,10555,25.8,68781,67.8,13.9,165300,61220,2.93,23645,50853,18.7,3917,62141,4.0,13489,17307,0.0,0.6,4.4,0.0,6.9,25.1,6068981,4914547,2220699,12417,224064,303,392.78,457.5
13141,8879,9402,-5.6,9429,4.6,16.5,18.4,44.9,25.5,72.6,0.4,0.7,0.0,0.8,1.8,24.3,91.1,1.9,2.4,75.8,9.9,564,25.5,5244,77.7,5.1,67800,2742,2.78,12381,25000,30.6,76,635,-6.6,530,715,55.5,0.0,0.0,0.0,0.0,31.7,0,0,21008,2183,1031,13,471.84,20.0
13143,28495,28780,-1.0,28780,6.1,24.8,15.7,51.7,92.8,4.8,0.4,0.6,0.0,1.4,1.3,91.6,84.0,1.4,1.7,74.2,14.1,1916,30.0,12179,70.3,9.9,106800,10806,2.60,19789,39993,22.8,432,4937,2.9,2035,2349,0.0,0.0,0.0,0.0,0.0,22.0,952054,53193,313130,10907,14624,17,282.17,102.0
13145,32663,32026,2.0,32024,4.8,22.3,15.9,50.1,80.1,17.0,0.4,0.9,0.1,1.5,3.0,77.6,89.6,2.6,4.5,89.2,27.3,3578,26.6,13527,86.7,2.8,203800,11426,2.79,31482,69223,8.0,358,3318,-7.6,2327,2514,0.0,0.0,0.0,0.0,0.0,21.1,0,0,66126,2271,43474,89,463.87,69.0
13147,25446,25213,0.9,25213,5.5,21.6,20.2,50.8,78.6,18.6,0.2,1.0,0.0,1.5,3.5,75.6,87.0,2.1,2.8,80.3,15.5,2148,22.9,12880,73.7,4.6,118400,10009,2.45,20371,35615,25.4,388,5399,7.0,1753,1725,0.0,0.0,0.0,0.0,0.0,22.7,244785,58960,170726,7077,16806,29,232.39,108.5
13149,11558,11834,-2.3,11834,5.7,23.5,15.1,50.5,86.6,10.6,0.5,0.6,0.0,1.7,2.2,84.9,84.2,0.2,0.4,72.7,8.2,863,38.6,5064,76.0,5.3,93200,4321,2.68,18964,39909,24.3,121,0,0.0,743,1038,0.0,0.0,0.0,0.0,0.0,23.4,0,0,24751,2167,1886,14,296.03,40.0
13151,211128,203879,3.6,203922,6.1,27.6,9.9,52.0,54.5,39.6,0.3,3.3,0.1,2.1,6.3,49.8,85.7,7.4,10.2,89.5,26.1,17462,33.3,76792,75.0,11.2,147500,69238,2.97,25299,60781,11.2,3269,43104,3.6,16949,18508,28.9,0.0,5.4,0.0,2.7,33.6,1695755,3076624,1907354,10315,243225,208,322.13,633.0
13153,147658,139911,5.5,139900,7.0,25.9,11.3,51.2,64.1,29.9,0.4,2.7,0.2,2.7,6.5,58.9,83.3,5.8,8.5,88.8,24.0,18505,20.5,59707,67.1,17.3,132900,52330,2.70,25195,54893,15.2,2288,33910,-1.1,8552,8657,17.1,0.0,6.2,0.0,2.8,29.1,1422893,0,1524261,11610,206115,572,375.54,372.5
13155,9427,9538,-1.2,9538,5.5,22.7,17.2,48.6,71.1,27.1,0.1,0.8,0.0,1.0,3.3,68.4,89.8,0.7,1.4,81.1,10.3,923,22.5,3990,72.4,6.2,83400,3277,2.69,18207,40771,21.2,126,1723,5.7,579,742,10.9,0.0,0.0,0.0,0.0,0.0,0,94087,27252,2734,2608,12,354.34,26.9
13157,61044,60485,0.9,60485,6.8,25.9,13.0,50.4,89.1,7.1,0.3,1.8,0.1,1.6,6.7,83.0,88.8,4.4,8.5,81.1,19.5,3962,29.7,23510,77.1,5.9,161300,21293,2.81,23247,53179,15.9,1130,15819,1.9,4607,6073,0.0,0.0,1.5,0.0,3.9,21.1,1801528,568845,559370,9365,33343,70,339.66,178.1
13159,13601,13900,-2.2,13900,6.1,24.4,14.5,51.0,75.4,22.1,0.5,0.3,0.0,1.6,4.2,72.0,84.3,3.1,5.4,83.6,13.3,872,36.2,6164,76.1,2.1,120200,5132,2.66,21297,42192,21.7,156,1400,6.2,1020,1517,0.0,0.0,0.0,0.0,0.0,27.7,187450,0,33351,2442,3412,39,368.17,37.8
13161,15004,15068,-0.4,15068,7.4,27.2,13.9,50.4,82.2,15.5,0.7,0.6,0.0,1.0,10.9,72.4,87.8,4.7,9.3,79.6,9.6,773,22.0,6374,71.3,6.1,79900,5509,2.71,17684,36296,24.5,242,3159,-6.2,858,1009,0.0,0.0,0.0,0.0,0.0,0.0,242915,35858,204381,15440,9883,0,330.74,45.6
13163,16320,16930,-3.6,16930,6.5,24.1,16.5,51.6,44.3,54.1,0.2,0.6,0.1,0.8,3.2,41.6,85.0,1.2,2.2,73.8,8.8,1109,23.1,7211,65.5,9.6,67200,6220,2.58,14757,26968,31.5,310,4009,2.2,1004,1266,31.8,0.0,0.0,0.0,0.0,27.6,303595,127174,129391,7897,11202,16,526.49,32.2
13165,9269,8340,11.1,8340,5.8,22.5,14.8,46.9,54.7,43.2,0.5,0.6,0.2,0.9,5.1,51.1,85.3,2.6,4.1,72.6,13.1,605,26.4,4147,69.6,1.9,63400,3354,2.54,17565,26104,29.4,101,957,35.2,479,716,0.0,0.0,0.0,0.0,0.0,0.0,116890,0,53910,6311,3823,9,347.28,24.0
13167,9767,9980,-2.1,9980,4.5,19.9,15.2,43.5,64.0,34.6,0.3,0.3,0.0,0.8,2.4,62.1,83.7,1.7,1.9,75.8,11.5,729,28.9,4051,78.9,5.1,65000,3250,2.71,16807,36722,22.8,121,1099,-3.9,554,516,0.0,0.0,0.0,0.0,0.0,21.1,0,0,25209,2678,1384,0,303.01,32.9
13169,28569,28669,-0.3,28669,5.5,24.7,14.9,51.6,73.4,24.6,0.3,0.8,0.0,1.0,1.3,72.3,87.8,2.0,2.4,88.7,17.8,1774,26.5,11523,79.1,4.9,138900,10384,2.73,24485,51497,16.6,322,2394,-4.0,1943,2169,0.0,0.0,0.0,0.0,0.0,29.9,0,42353,70608,2588,13415,13,393.93,72.8
13171,17959,18317,-2.0,18317,5.8,21.1,15.8,52.3,66.4,31.2,0.3,0.5,0.0,1.7,2.1,64.7,83.1,1.7,2.6,81.9,14.2,1568,30.1,7480,70.1,10.8,122600,6393,2.65,18800,41016,18.9,232,2608,11.4,1123,1544,0.0,0.0,0.0,0.0,0.0,27.8,0,0,113965,6732,12041,10,183.50,99.8
13173,10408,10074,3.3,10078,7.7,25.0,11.6,49.0,72.1,23.0,0.9,1.4,0.0,2.5,5.2,68.2,78.0,2.5,5.5,76.4,12.0,784,23.0,4250,60.9,4.9,111800,3725,2.66,17264,39452,26.7,97,810,-10.1,531,731,0.0,0.0,0.0,0.0,0.0,26.7,0,0,0,0,0,9,185.26,54.4
13175,47999,48434,-0.9,48434,6.8,24.8,15.9,52.3,61.3,36.2,0.3,1.0,0.0,1.1,2.4,59.3,87.7,2.2,3.3,79.8,15.0,3407,23.5,21174,65.7,10.3,85200,17632,2.67,18625,34793,24.7,1045,14723,-0.8,3690,4485,0.0,0.0,0.0,0.0,0.0,27.9,0,252146,613069,12912,66796,33,807.30,60.0
13177,29071,28298,2.7,28298,6.5,26.9,10.1,49.9,75.6,20.4,0.3,2.3,0.1,1.3,2.4,73.6,86.1,3.5,5.4,83.9,20.5,2267,21.2,10518,76.2,10.4,159000,9773,2.79,26357,60104,11.2,369,3169,-1.9,1955,2208,0.0,0.0,0.0,0.0,0.0,30.3,0,118292,123990,3754,6881,132,355.78,79.5
13179,64135,63469,1.0,63453,11.1,29.0,7.2,49.2,51.1,40.9,0.8,2.4,0.5,4.3,11.6,42.7,72.9,6.5,10.9,90.9,20.2,10207,20.1,26944,51.1,22.3,126900,23046,2.73,20791,43832,18.7,834,12173,2.1,2636,3667,36.7,0.0,0.0,0.0,3.0,34.7,0,0,539287,8908,62915,219,489.80,129.5
13181,7751,7996,-3.1,7996,4.6,19.2,19.7,50.7,66.6,31.5,0.4,0.5,0.0,1.0,1.5,65.5,92.6,1.1,1.6,82.1,11.4,732,32.6,4735,78.7,2.5,103700,3394,2.30,20641,35625,26.5,137,941,13.8,536,707,0.0,0.0,0.0,0.0,0.0,34.5,0,9380,39568,4927,5229,17,210.38,38.0
13183,16624,14448,15.1,14464,8.5,29.1,7.7,50.0,68.1,26.1,0.7,1.1,0.4,3.6,11.8,59.0,81.9,4.9,8.2,85.0,14.0,1658,25.1,5953,62.2,4.2,111900,4841,3.11,17158,42651,19.2,62,0,0.0,538,321,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17394,1548,1830,0,400.29,36.1
13185,112916,109233,3.4,109233,7.5,24.9,10.6,50.9,59.0,36.8,0.5,1.6,0.2,2.0,5.4,55.0,78.1,3.8,5.7,84.0,23.1,9100,18.0,45217,53.9,21.1,133700,39722,2.70,18897,37365,24.3,2658,38567,3.8,6327,8867,12.9,0.9,3.7,0.0,3.0,30.0,2237776,756457,1804839,17744,209463,327,496.07,220.2
13187,30918,29966,3.2,29966,5.2,19.3,15.0,50.0,95.0,1.8,0.7,0.7,0.1,1.7,4.6,90.9,80.3,3.3,4.5,85.0,25.4,2423,30.0,12878,68.2,8.9,165900,10999,2.62,20908,43775,18.1,501,4175,-3.9,2334,3187,0.0,0.0,0.0,0.0,0.0,0.0,207779,37439,206576,7764,33394,35,282.93,105.9
13189,21565,21875,-1.4,21875,6.9,25.8,15.5,53.1,57.3,40.4,0.4,0.5,0.1,1.4,2.7,55.2,90.3,1.2,2.7,74.6,13.7,1112,26.4,9202,66.0,9.0,106100,8143,2.62,17922,37487,22.2,447,5874,-5.9,1394,1609,0.0,0.0,3.2,0.0,0.0,17.1,0,0,350350,16276,23602,14,257.46,85.0
13191,14007,14332,-2.3,14333,4.6,18.7,21.1,50.9,62.8,34.9,0.5,0.5,0.1,1.2,1.9,61.4,91.4,1.7,2.7,80.5,15.8,1468,26.3,9230,81.5,5.8,103700,4993,2.81,21484,39068,14.9,190,1295,4.8,938,1217,0.0,0.0,0.0,0.0,0.0,21.2,0,0,113983,9952,19840,89,424.30,33.8
13193,14009,14740,-5.0,14740,5.2,20.0,14.5,45.5,37.1,59.9,0.4,1.6,0.1,0.9,4.0,33.9,88.9,3.6,6.6,70.5,10.1,895,24.5,6023,66.5,9.2,65500,4887,2.64,13865,30240,29.4,180,2141,6.6,788,1101,0.0,0.0,0.0,0.0,0.0,32.3,397403,39536,47915,3588,5623,7,400.64,36.8
13195,28057,28120,-0.2,28120,5.5,23.3,15.2,50.8,88.2,9.1,0.4,1.1,0.0,1.3,4.3,84.4,92.5,3.1,4.9,78.7,14.9,1787,25.3,11635,73.3,3.2,127800,9732,2.86,19939,42549,17.9,360,2034,-3.3,2076,2352,0.0,0.0,0.0,0.0,0.0,0.0,0,57790,119211,4291,7222,37,282.31,99.6
13197,8640,8742,-1.2,8742,6.1,22.6,16.7,50.7,64.1,32.0,0.9,0.9,0.5,1.6,6.6,59.2,85.8,5.8,9.0,75.1,10.6,970,30.9,4079,71.8,9.7,87000,3000,2.87,17479,33301,20.5,81,1323,13.5,388,197,0.0,0.0,0.0,0.0,0.0,38.6,0,0,71742,10179,1021,9,366.00,23.9
13199,21232,21992,-3.5,21992,5.6,22.4,18.1,52.1,58.7,39.1,0.5,0.6,0.0,1.1,2.0,57.1,84.3,0.7,1.7,73.0,8.9,1383,30.2,9862,69.9,4.6,91200,8135,2.62,18821,37333,21.1,305,3346,13.0,1471,2142,22.9,0.0,0.0,0.0,0.0,28.6,233413,0,100756,4421,14833,23,501.22,43.9
13201,5932,6129,-3.2,6125,6.3,23.0,19.4,51.0,70.2,27.6,0.4,0.7,0.0,1.2,1.9,69.0,90.4,0.7,1.1,79.9,11.9,354,22.3,2745,74.5,5.8,83200,2458,2.39,19674,32260,23.0,131,1075,-2.0,396,467,0.0,0.0,0.0,0.0,0.0,37.5,0,14952,53450,8671,2935,0,282.42,21.7
13205,23045,23498,-1.9,23498,6.3,24.1,14.3,47.8,49.9,47.9,0.5,0.7,0.1,0.9,4.4,46.4,89.5,2.3,3.7,72.3,9.6,1508,21.2,8891,65.3,10.9,77900,8131,2.61,15694,32054,26.2,365,6448,2.5,1240,0,0.0,0.0,0.0,0.0,0.0,0.0,0,169162,150978,6268,15388,15,512.09,45.9
13207,26984,26461,2.0,26424,5.3,21.4,16.1,49.7,74.4,23.1,0.4,1.0,0.0,1.1,2.4,72.4,88.6,1.7,2.7,79.5,18.7,2069,27.2,10840,76.3,9.5,148300,9550,2.66,22888,48630,12.9,511,6434,-3.3,1907,2943,15.2,0.0,0.0,0.0,0.0,26.8,118057,0,114402,4563,23756,127,395.66,66.8
